dim_age,dim_gender,dim_product_category,dim_season,dim_location,dim_item_purchased,meas_store_visits_per_month,meas_total_spending,dim_online_shopping,meas_membership_duration,meas_discount_usage,dim_preferred_payment_method,meas_days_since_last_purchase,meas_loyalty_points,meas_average_basket_size,meas_annual_income,meas_purchase_frequency,dim_preferred_product_category,meas_satisfaction_score,meas_cross_channel_shopping,dim_order_date
26.0,Male,Clothing,Summer,West Virginia,Skirt,1.0,6336.0,No,12.0,3.0,Credit Card,28.0,32.0,2.0,45629.0,9.0,Accessories,2.93,False,28-06-2023
23.0,Male,Accessories,Spring,Tennessee,Gloves,20.0,1511.0,No,7.0,5.0,Mobile Wallet,3.0,78.0,5.0,73026.0,9.0,Clothing,4.86,False,15-11-2023
62.0,Male,Outerwear,Summer,Arkansas,Coat,4.0,1690.0,Yes,17.0,2.0,Mobile Wallet,24.0,25.0,10.0,33540.0,1.0,Accessories,3.44,False,15-06-2023
69.0,Male,Accessories,Summer,Vermont,Belt,14.0,1222.0,No,17.0,5.0,Debit Card,19.0,2.0,4.0,108755.0,3.0,Clothing,2.3,True,16-01-2022
46.0,Male,Clothing,Winter,Virginia,Pants,17.0,3999.0,No,7.0,3.0,Debit Card,19.0,90.0,2.0,70240.0,8.0,Outerwear,1.81,False,12-03-2023
35.0,Male,Accessories,Spring,Maryland,Jewelry,2.0,4961.0,No,12.0,5.0,Mobile Wallet,17.0,83.0,4.0,30598.0,3.0,Clothing,1.3,True,23-12-2022
32.0,Male,Accessories,Spring,Connecticut,Backpack,2.0,4307.0,No,5.0,9.0,Mobile Wallet,29.0,78.0,10.0,35298.0,10.0,Accessories,4.95,False,13-02-2022
46.0,Male,Footwear,Summer,Missouri,Sneakers,5.0,1515.0,No,20.0,4.0,Cash,8.0,99.0,8.0,37766.0,10.0,Clothing,3.21,False,28-03-2022
33.0,Male,Clothing,Winter,New Jersey,Hoodie,7.0,4030.0,No,15.0,1.0,Debit Card,15.0,30.0,1.0,62117.0,7.0,Accessories,1.23,True,07-11-2023
32.0,Male,Clothing,Spring,Arkansas,Blouse,14.0,4994.0,Yes,7.0,6.0,Credit Card,22.0,74.0,5.0,38530.0,6.0,Clothing,2.89,False,01-10-2022
33.0,Male,Accessories,Fall,Nevada,Sunglasses,16.0,9219.0,No,5.0,3.0,Credit Card,23.0,30.0,3.0,75175.0,4.0,Outerwear,2.75,True,08-02-2023
67.0,Male,Footwear,Spring,Missouri,Boots,10.0,8859.0,Yes,16.0,9.0,Mobile Wallet,22.0,58.0,7.0,48030.0,3.0,Footwear,3.9,True,05-09-2023
67.0,Male,Footwear,Summer,South Dakota,Sneakers,7.0,1614.0,No,2.0,2.0,Cash,14.0,13.0,1.0,116301.0,9.0,Clothing,1.19,False,03-11-2023
42.0,Male,Accessories,Fall,Connecticut,Backpack,2.0,3619.0,No,3.0,6.0,Mobile Wallet,29.0,25.0,7.0,114182.0,8.0,Clothing,1.8,True,30-12-2023
20.0,Male,Clothing,Fall,Vermont,Pants,14.0,9459.0,Yes,22.0,4.0,Cash,10.0,50.0,2.0,107725.0,8.0,Footwear,4.1,True,02-07-2022
39.0,Male,Clothing,Winter,Tennessee,Socks,5.0,3463.0,Yes,6.0,1.0,Debit Card,27.0,19.0,6.0,102124.0,6.0,Accessories,1.11,False,17-04-2023
26.0,Male,Accessories,Winter,California,Belt,1.0,5337.0,No,12.0,10.0,Mobile Wallet,15.0,53.0,7.0,71290.0,1.0,Footwear,1.98,False,20-02-2022
51.0,Male,Accessories,Winter,Wyoming,Sunglasses,6.0,6936.0,Yes,14.0,6.0,Cash,14.0,70.0,4.0,91262.0,10.0,Clothing,3.26,False,28-10-2022
31.0,Male,Clothing,Summer,New York,Shirt,18.0,1709.0,Yes,7.0,1.0,Cash,28.0,98.0,4.0,98370.0,2.0,Clothing,1.29,True,07-11-2022
68.0,Male,Footwear,Spring,Maine,Sneakers,18.0,4708.0,No,18.0,10.0,Credit Card,7.0,2.0,7.0,36376.0,2.0,Accessories,2.29,True,22-11-2022
44.0,Male,Footwear,Fall,Georgia,Shoes,3.0,9992.0,No,21.0,7.0,Cash,5.0,90.0,4.0,69196.0,4.0,Outerwear,3.29,False,04-09-2023
18.0,Male,Footwear,Winter,Tennessee,Sandals,15.0,8670.0,No,6.0,1.0,Credit Card,4.0,44.0,10.0,78563.0,1.0,Outerwear,4.77,True,26-02-2022
58.0,Male,Accessories,Fall,New Mexico,Scarf,1.0,1008.0,No,1.0,8.0,Cash,22.0,39.0,8.0,85739.0,10.0,Clothing,1.18,True,18-12-2023
26.0,Male,Clothing,Summer,Virginia,Shirt,20.0,6250.0,No,18.0,4.0,Mobile Wallet,24.0,69.0,9.0,105596.0,7.0,Footwear,2.31,False,28-02-2023
57.0,Male,Clothing,Spring,Florida,Skirt,12.0,1193.0,Yes,13.0,1.0,Mobile Wallet,22.0,72.0,4.0,77935.0,7.0,Outerwear,2.89,True,16-11-2022
37.0,Male,Footwear,Summer,Alabama,Boots,3.0,9460.0,No,19.0,6.0,Credit Card,10.0,72.0,1.0,48281.0,6.0,Outerwear,3.26,True,28-06-2023
24.0,Male,Clothing,Summer,Texas,Sweater,14.0,3166.0,Yes,19.0,8.0,Cash,14.0,70.0,1.0,57461.0,5.0,Footwear,4.86,True,24-10-2023
57.0,Male,Footwear,Spring,West Virginia,Sandals,14.0,5246.0,Yes,20.0,4.0,Debit Card,13.0,17.0,8.0,101687.0,8.0,Clothing,4.92,True,13-06-2023
48.0,Male,Clothing,Fall,Nevada,Jeans,16.0,537.0,Yes,10.0,2.0,Mobile Wallet,5.0,31.0,6.0,119683.0,6.0,Footwear,3.4,True,04-09-2022
39.0,Male,Accessories,Winter,Virginia,Backpack,16.0,4509.0,Yes,1.0,7.0,Mobile Wallet,5.0,26.0,2.0,95716.0,5.0,Clothing,4.25,True,02-04-2023
51.0,Male,Clothing,Summer,Wisconsin,Skirt,2.0,4550.0,No,24.0,4.0,Credit Card,2.0,36.0,6.0,57013.0,10.0,Outerwear,2.72,False,09-01-2022
57.0,Male,Accessories,Summer,Virginia,Belt,11.0,5828.0,Yes,14.0,7.0,Debit Card,23.0,16.0,3.0,69882.0,4.0,Clothing,4.89,True,24-07-2023
53.0,Male,Footwear,Winter,Maine,Shoes,4.0,9043.0,No,9.0,1.0,Debit Card,4.0,17.0,7.0,99956.0,3.0,Footwear,3.51,False,03-02-2022
70.0,Male,Clothing,Winter,Massachusetts,Socks,2.0,5537.0,Yes,13.0,3.0,Cash,17.0,11.0,3.0,72004.0,10.0,Clothing,1.47,True,28-04-2022
60.0,Male,Accessories,Fall,Arkansas,Backpack,8.0,1182.0,No,24.0,9.0,Debit Card,29.0,76.0,2.0,63755.0,2.0,Outerwear,3.11,True,23-08-2023
31.0,Male,Clothing,Winter,Idaho,Shirt,11.0,5785.0,No,7.0,9.0,Mobile Wallet,10.0,100.0,7.0,70878.0,7.0,Accessories,3.95,True,28-05-2022
41.0,Male,Clothing,Winter,Pennsylvania,Sweater,3.0,7620.0,Yes,11.0,1.0,Credit Card,9.0,34.0,2.0,84097.0,7.0,Accessories,2.76,False,02-09-2022
62.0,Male,Accessories,Winter,Maine,Handbag,8.0,6249.0,Yes,15.0,2.0,Mobile Wallet,28.0,28.0,5.0,83593.0,6.0,Outerwear,2.76,False,06-08-2022
59.0,Male,Accessories,Winter,Alabama,Jewelry,1.0,7015.0,No,21.0,10.0,Debit Card,14.0,87.0,10.0,81847.0,6.0,Outerwear,3.31,True,22-10-2023
46.0,Male,Clothing,Winter,Idaho,Socks,13.0,4399.0,No,19.0,8.0,Mobile Wallet,9.0,4.0,3.0,67550.0,3.0,Clothing,1.6,False,27-10-2023
62.0,Male,Clothing,Fall,Arkansas,Socks,3.0,8952.0,No,3.0,6.0,Cash,8.0,14.0,9.0,45636.0,7.0,Footwear,3.03,True,23-10-2022
42.0,Male,Clothing,Summer,Delaware,Shirt,3.0,2975.0,Yes,3.0,10.0,Credit Card,23.0,81.0,6.0,108207.0,6.0,Outerwear,4.97,False,21-11-2022
37.0,Male,Accessories,Winter,Maine,Scarf,8.0,2163.0,Yes,4.0,4.0,Debit Card,26.0,41.0,3.0,80922.0,8.0,Clothing,3.03,False,29-09-2023
50.0,Male,Footwear,Fall,Nebraska,Shoes,19.0,8681.0,Yes,10.0,2.0,Mobile Wallet,6.0,97.0,8.0,32430.0,7.0,Accessories,1.93,True,08-02-2022
29.0,Male,Footwear,Fall,Ohio,Shoes,8.0,3882.0,No,8.0,2.0,Cash,17.0,5.0,1.0,118330.0,4.0,Accessories,3.22,False,28-07-2023
25.0,Male,Accessories,Spring,Montana,Scarf,19.0,6727.0,No,6.0,9.0,Credit Card,16.0,50.0,1.0,49908.0,1.0,Footwear,4.62,False,04-10-2023
66.0,Male,Accessories,Summer,New Mexico,Sunglasses,8.0,6680.0,Yes,11.0,10.0,Cash,4.0,38.0,4.0,108345.0,2.0,Accessories,4.8,False,05-01-2023
21.0,Male,Clothing,Spring,North Carolina,Socks,16.0,4767.0,Yes,12.0,9.0,Credit Card,5.0,99.0,5.0,48421.0,8.0,Clothing,2.65,False,22-09-2022
46.0,Male,Clothing,Winter,South Carolina,Blouse,13.0,4579.0,Yes,22.0,8.0,Cash,20.0,42.0,8.0,109701.0,5.0,Accessories,3.02,False,15-04-2022
57.0,Male,Clothing,Summer,Illinois,Jeans,1.0,2825.0,Yes,12.0,7.0,Debit Card,25.0,21.0,7.0,46294.0,5.0,Accessories,4.15,True,24-08-2022
61.0,Male,Clothing,Spring,Alabama,Shorts,15.0,146.0,Yes,5.0,3.0,Cash,3.0,51.0,4.0,105493.0,3.0,Outerwear,1.69,False,29-06-2023
53.0,Male,Clothing,Summer,Oklahoma,T-shirt,6.0,1171.0,No,16.0,2.0,Mobile Wallet,22.0,37.0,3.0,38067.0,8.0,Accessories,2.34,True,22-04-2022
37.0,Male,Clothing,Winter,Minnesota,Blouse,9.0,6730.0,Yes,10.0,6.0,Debit Card,13.0,87.0,3.0,57600.0,6.0,Outerwear,4.67,False,27-12-2023
39.0,Male,Accessories,Summer,Illinois,Belt,15.0,4127.0,Yes,22.0,8.0,Cash,28.0,18.0,9.0,105171.0,5.0,Accessories,2.22,False,03-05-2023
53.0,Male,Clothing,Spring,Arkansas,Blouse,13.0,6236.0,Yes,7.0,6.0,Mobile Wallet,15.0,21.0,9.0,62561.0,5.0,Footwear,4.3,False,17-06-2023
35.0,Male,Clothing,Spring,Minnesota,T-shirt,20.0,3675.0,Yes,22.0,9.0,Cash,22.0,31.0,6.0,32575.0,3.0,Clothing,4.36,False,17-11-2023
69.0,Male,Accessories,Spring,South Carolina,Jewelry,14.0,2091.0,No,22.0,10.0,Mobile Wallet,4.0,17.0,9.0,97147.0,8.0,Outerwear,1.5,False,20-02-2023
66.0,Male,Outerwear,Winter,New York,Jacket,1.0,2369.0,No,17.0,1.0,Mobile Wallet,7.0,9.0,9.0,45961.0,2.0,Clothing,4.88,True,25-04-2023
19.0,Male,Footwear,Spring,Alabama,Shoes,19.0,4346.0,Yes,14.0,6.0,Credit Card,18.0,46.0,10.0,113489.0,1.0,Accessories,2.56,False,07-06-2022
47.0,Male,Accessories,Summer,New York,Gloves,12.0,202.0,Yes,2.0,2.0,Mobile Wallet,22.0,69.0,6.0,30906.0,3.0,Footwear,1.08,True,30-08-2023
49.0,Male,Clothing,Spring,Missouri,Jeans,4.0,9655.0,No,12.0,7.0,Mobile Wallet,30.0,77.0,2.0,102252.0,3.0,Outerwear,3.71,True,12-04-2023
31.0,Male,Accessories,Fall,Georgia,Jewelry,14.0,8231.0,Yes,7.0,8.0,Cash,28.0,44.0,10.0,49037.0,7.0,Accessories,4.0,True,29-07-2022
39.0,Male,Clothing,Winter,Oklahoma,Pants,6.0,7376.0,Yes,23.0,10.0,Mobile Wallet,3.0,3.0,8.0,100037.0,4.0,Clothing,2.9,False,20-09-2022
58.0,Male,Accessories,Summer,Connecticut,Jewelry,2.0,9609.0,Yes,5.0,1.0,Credit Card,25.0,71.0,8.0,40886.0,6.0,Footwear,3.06,False,25-10-2023
45.0,Male,Footwear,Winter,Michigan,Sneakers,8.0,8573.0,Yes,8.0,4.0,Credit Card,28.0,16.0,2.0,55573.0,6.0,Outerwear,2.03,False,22-02-2023
68.0,Male,Footwear,Fall,Rhode Island,Boots,2.0,1610.0,Yes,9.0,4.0,Credit Card,5.0,4.0,4.0,50089.0,10.0,Accessories,3.92,True,12-07-2023
35.0,Male,Accessories,Summer,Mississippi,Hat,11.0,4776.0,Yes,2.0,4.0,Debit Card,16.0,28.0,8.0,76254.0,5.0,Footwear,4.1,False,05-09-2023
65.0,Male,Clothing,Spring,Massachusetts,T-shirt,1.0,9979.0,No,23.0,9.0,Credit Card,29.0,35.0,7.0,54878.0,3.0,Accessories,3.81,True,12-12-2022
45.0,Male,Accessories,Winter,New Hampshire,Backpack,15.0,4948.0,Yes,11.0,4.0,Credit Card,8.0,29.0,9.0,78537.0,1.0,Footwear,4.72,False,07-07-2023
19.0,Male,Accessories,Spring,Wyoming,Sunglasses,8.0,8679.0,Yes,11.0,8.0,Debit Card,4.0,79.0,6.0,32497.0,3.0,Accessories,3.57,True,03-03-2023
65.0,Male,Clothing,Spring,New Jersey,Sweater,10.0,9636.0,No,15.0,7.0,Mobile Wallet,27.0,70.0,6.0,94076.0,1.0,Outerwear,4.35,True,07-11-2022
28.0,Male,Accessories,Fall,Texas,Handbag,2.0,8145.0,Yes,22.0,1.0,Cash,11.0,71.0,1.0,87864.0,4.0,Footwear,4.09,False,29-04-2023
55.0,Male,Accessories,Spring,Minnesota,Backpack,2.0,630.0,Yes,17.0,3.0,Mobile Wallet,11.0,88.0,3.0,74786.0,1.0,Footwear,2.11,False,24-12-2023
66.0,Male,Clothing,Spring,South Dakota,Socks,17.0,3397.0,Yes,9.0,9.0,Credit Card,8.0,80.0,8.0,68426.0,9.0,Footwear,3.1,False,12-12-2023
29.0,Male,Clothing,Winter,Washington,Shirt,7.0,2535.0,No,18.0,4.0,Credit Card,28.0,97.0,6.0,86760.0,4.0,Outerwear,1.8,False,18-07-2023
56.0,Male,Clothing,Spring,California,Shorts,11.0,1287.0,No,15.0,2.0,Debit Card,12.0,100.0,3.0,76057.0,3.0,Clothing,3.87,True,23-12-2023
21.0,Male,Accessories,Fall,Wisconsin,Belt,15.0,1250.0,Yes,14.0,4.0,Cash,15.0,100.0,10.0,117053.0,8.0,Outerwear,1.84,False,29-06-2023
32.0,Male,Clothing,Summer,Michigan,Sweater,11.0,489.0,Yes,4.0,1.0,Mobile Wallet,24.0,99.0,1.0,57440.0,9.0,Accessories,3.84,False,16-05-2023
54.0,Male,Outerwear,Fall,South Carolina,Coat,3.0,8336.0,Yes,23.0,8.0,Debit Card,3.0,6.0,6.0,118789.0,6.0,Accessories,4.83,False,02-12-2022
61.0,Male,Clothing,Fall,Indiana,Shorts,16.0,5197.0,No,22.0,7.0,Credit Card,26.0,71.0,2.0,93988.0,8.0,Outerwear,4.37,True,08-09-2023
31.0,Male,Footwear,Summer,Arkansas,Shoes,19.0,5132.0,Yes,2.0,2.0,Debit Card,17.0,52.0,1.0,41067.0,8.0,Footwear,2.72,True,08-09-2023
27.0,Male,Footwear,Spring,Oregon,Sneakers,18.0,2164.0,Yes,9.0,2.0,Mobile Wallet,23.0,61.0,3.0,92716.0,1.0,Footwear,1.07,False,08-08-2023
64.0,Male,Footwear,Fall,Illinois,Sneakers,17.0,9206.0,No,6.0,4.0,Credit Card,11.0,57.0,1.0,49425.0,7.0,Clothing,1.66,False,20-01-2023
60.0,Male,Clothing,Fall,Maryland,Pants,4.0,3920.0,Yes,7.0,2.0,Cash,26.0,5.0,7.0,72919.0,8.0,Footwear,2.19,True,23-12-2022
70.0,Male,Accessories,Summer,Vermont,Jewelry,18.0,5534.0,Yes,2.0,3.0,Cash,25.0,92.0,9.0,87345.0,5.0,Accessories,3.61,True,24-06-2023
36.0,Male,Clothing,Fall,Texas,T-shirt,10.0,8628.0,Yes,5.0,2.0,Mobile Wallet,28.0,20.0,9.0,73839.0,10.0,Footwear,2.59,True,05-11-2022
56.0,Male,Accessories,Spring,Nebraska,Jewelry,6.0,7144.0,No,20.0,2.0,Credit Card,26.0,96.0,1.0,71570.0,1.0,Outerwear,3.73,True,23-12-2023
69.0,Male,Outerwear,Fall,South Carolina,Jacket,17.0,6822.0,No,6.0,2.0,Debit Card,3.0,62.0,4.0,104484.0,1.0,Footwear,1.36,False,18-12-2022
39.0,Male,Accessories,Winter,Massachusetts,Backpack,20.0,9740.0,Yes,23.0,2.0,Credit Card,19.0,88.0,3.0,97216.0,6.0,Clothing,4.07,False,17-05-2023
38.0,Male,Accessories,Winter,Texas,Belt,12.0,4353.0,No,15.0,2.0,Cash,28.0,23.0,4.0,115457.0,7.0,Footwear,4.02,True,11-01-2023
36.0,Male,Accessories,Summer,Florida,Scarf,19.0,557.0,Yes,6.0,3.0,Debit Card,18.0,86.0,7.0,85204.0,8.0,Accessories,2.01,True,02-07-2022
46.0,Male,Clothing,Fall,South Carolina,Sweater,7.0,9709.0,No,8.0,8.0,Cash,5.0,12.0,8.0,99089.0,5.0,Outerwear,4.52,False,01-10-2022
59.0,Male,Accessories,Fall,Florida,Gloves,16.0,5452.0,No,8.0,10.0,Cash,23.0,4.0,7.0,118289.0,9.0,Accessories,4.54,False,14-11-2023
64.0,Male,Accessories,Fall,Nebraska,Scarf,15.0,1658.0,Yes,1.0,2.0,Credit Card,30.0,69.0,10.0,91797.0,9.0,Outerwear,2.78,True,29-06-2023
49.0,Male,Clothing,Spring,Hawaii,Dress,11.0,5242.0,No,14.0,8.0,Cash,26.0,25.0,6.0,70412.0,3.0,Accessories,3.05,True,02-03-2023
32.0,Male,Clothing,Summer,Montana,Jeans,13.0,4824.0,No,11.0,9.0,Mobile Wallet,1.0,60.0,9.0,52115.0,3.0,Accessories,1.16,True,18-12-2023
29.0,Male,Accessories,Fall,South Dakota,Sunglasses,3.0,210.0,Yes,17.0,3.0,Cash,9.0,53.0,4.0,93408.0,6.0,Clothing,2.82,False,11-11-2023
24.0,Male,Outerwear,Spring,Alabama,Coat,19.0,3133.0,No,13.0,2.0,Credit Card,24.0,23.0,6.0,82763.0,7.0,Footwear,3.68,False,29-10-2023
41.0,Male,Clothing,Summer,Arkansas,Jeans,19.0,4602.0,No,23.0,2.0,Debit Card,9.0,99.0,10.0,33101.0,3.0,Outerwear,2.42,True,20-03-2022
41.0,Male,Accessories,Fall,Mississippi,Scarf,4.0,9616.0,Yes,21.0,6.0,Debit Card,17.0,41.0,4.0,32819.0,9.0,Clothing,4.68,True,03-08-2022
32.0,Male,Clothing,Summer,Vermont,Blouse,18.0,7174.0,Yes,21.0,4.0,Mobile Wallet,13.0,8.0,10.0,30706.0,4.0,Footwear,4.9,False,09-11-2023
69.0,Male,Clothing,Fall,New York,Jeans,1.0,7855.0,No,17.0,9.0,Credit Card,21.0,19.0,4.0,34564.0,8.0,Footwear,2.36,False,24-05-2022
65.0,Male,Clothing,Summer,North Dakota,Dress,18.0,976.0,No,6.0,2.0,Credit Card,11.0,13.0,2.0,73730.0,7.0,Clothing,3.64,False,22-07-2022
54.0,Male,Accessories,Summer,Wisconsin,Hat,16.0,6635.0,Yes,14.0,7.0,Mobile Wallet,9.0,9.0,4.0,39893.0,8.0,Clothing,1.74,False,06-03-2023
39.0,Male,Footwear,Spring,California,Sandals,16.0,9236.0,No,7.0,4.0,Mobile Wallet,20.0,87.0,10.0,45765.0,3.0,Accessories,1.72,False,22-03-2022
37.0,Male,Outerwear,Spring,Maryland,Jacket,15.0,4401.0,Yes,1.0,7.0,Credit Card,4.0,61.0,9.0,35456.0,3.0,Outerwear,4.94,False,18-02-2022
51.0,Male,Clothing,Winter,Massachusetts,Socks,16.0,3708.0,Yes,10.0,2.0,Debit Card,18.0,93.0,8.0,67516.0,6.0,Clothing,1.28,True,05-10-2023
26.0,Male,Clothing,Fall,Washington,Jeans,10.0,7424.0,Yes,1.0,2.0,Cash,26.0,92.0,7.0,50047.0,6.0,Footwear,3.73,False,20-03-2022
42.0,Male,Footwear,Fall,Minnesota,Sandals,7.0,6147.0,Yes,2.0,3.0,Mobile Wallet,5.0,6.0,6.0,55543.0,2.0,Clothing,4.35,True,23-04-2023
21.0,Male,Clothing,Spring,Washington,Dress,6.0,178.0,No,20.0,10.0,Cash,19.0,91.0,6.0,82480.0,6.0,Footwear,1.6,True,30-12-2023
53.0,Male,Clothing,Spring,South Carolina,Socks,7.0,3276.0,No,1.0,2.0,Cash,30.0,49.0,9.0,53660.0,7.0,Accessories,3.66,True,08-12-2023
36.0,Male,Clothing,Fall,New Mexico,Hoodie,5.0,823.0,No,8.0,3.0,Credit Card,11.0,9.0,1.0,71355.0,4.0,Footwear,1.47,True,05-01-2023
21.0,Male,Clothing,Summer,North Carolina,Dress,6.0,9862.0,No,10.0,2.0,Credit Card,2.0,49.0,9.0,97353.0,8.0,Outerwear,2.23,True,14-05-2023
33.0,Male,Footwear,Winter,Iowa,Sneakers,15.0,8539.0,No,15.0,6.0,Cash,12.0,57.0,5.0,42699.0,2.0,Outerwear,1.66,True,26-04-2023
49.0,Male,Clothing,Summer,Louisiana,T-shirt,19.0,4849.0,Yes,23.0,3.0,Mobile Wallet,15.0,52.0,8.0,52762.0,10.0,Footwear,3.87,True,15-02-2023
31.0,Male,Clothing,Summer,Oklahoma,T-shirt,9.0,7007.0,Yes,24.0,1.0,Debit Card,12.0,62.0,9.0,56065.0,6.0,Accessories,4.06,False,02-05-2023
68.0,Male,Clothing,Spring,Michigan,Sweater,7.0,6402.0,No,14.0,7.0,Debit Card,28.0,92.0,8.0,91871.0,3.0,Footwear,1.29,True,30-01-2023
49.0,Male,Clothing,Winter,Oregon,Shirt,10.0,2957.0,No,3.0,2.0,Cash,25.0,56.0,9.0,50617.0,3.0,Accessories,1.43,False,12-10-2023
23.0,Male,Accessories,Spring,Idaho,Hat,11.0,7423.0,Yes,3.0,4.0,Credit Card,4.0,61.0,8.0,104575.0,7.0,Accessories,1.1,True,15-10-2022
30.0,Male,Clothing,Summer,Indiana,Pants,19.0,8839.0,Yes,2.0,4.0,Credit Card,10.0,29.0,3.0,108781.0,5.0,Accessories,3.56,False,26-08-2022
53.0,Male,Footwear,Spring,New Mexico,Shoes,3.0,1340.0,Yes,12.0,6.0,Cash,15.0,43.0,3.0,47295.0,9.0,Footwear,3.25,True,01-11-2023
65.0,Male,Accessories,Spring,South Carolina,Gloves,9.0,4606.0,Yes,10.0,9.0,Mobile Wallet,5.0,31.0,10.0,75229.0,9.0,Accessories,3.01,True,07-09-2023
60.0,Male,Accessories,Fall,Vermont,Jewelry,7.0,4839.0,Yes,13.0,8.0,Debit Card,20.0,25.0,1.0,82044.0,5.0,Accessories,1.86,True,09-12-2023
46.0,Male,Clothing,Winter,Delaware,Pants,6.0,2538.0,Yes,11.0,7.0,Mobile Wallet,1.0,11.0,4.0,47834.0,1.0,Clothing,4.65,False,25-04-2022
54.0,Male,Clothing,Winter,North Dakota,Hoodie,19.0,9307.0,Yes,24.0,6.0,Cash,30.0,39.0,3.0,74424.0,9.0,Outerwear,2.19,True,27-05-2022
59.0,Male,Accessories,Fall,California,Jewelry,19.0,8723.0,Yes,23.0,4.0,Mobile Wallet,23.0,67.0,4.0,33356.0,9.0,Clothing,4.94,True,23-12-2023
52.0,Male,Clothing,Spring,Montana,Socks,1.0,9183.0,No,1.0,3.0,Credit Card,26.0,31.0,5.0,114655.0,5.0,Accessories,4.51,False,23-07-2022
41.0,Male,Accessories,Spring,Missouri,Sunglasses,18.0,8461.0,No,10.0,1.0,Credit Card,14.0,99.0,5.0,102691.0,8.0,Footwear,2.85,False,03-08-2023
43.0,Male,Accessories,Fall,Tennessee,Belt,11.0,5094.0,No,12.0,9.0,Debit Card,14.0,45.0,1.0,62632.0,9.0,Footwear,2.37,False,20-04-2023
63.0,Male,Clothing,Spring,Virginia,Dress,3.0,8181.0,Yes,16.0,4.0,Mobile Wallet,26.0,5.0,5.0,92506.0,9.0,Clothing,3.67,True,07-12-2022
37.0,Male,Clothing,Winter,Vermont,Shirt,9.0,3986.0,Yes,4.0,2.0,Mobile Wallet,5.0,72.0,8.0,50632.0,1.0,Clothing,2.1,False,18-12-2022
44.0,Male,Accessories,Winter,Rhode Island,Scarf,10.0,804.0,No,15.0,10.0,Credit Card,27.0,10.0,1.0,67296.0,7.0,Outerwear,2.85,False,23-06-2022
67.0,Male,Outerwear,Summer,Kansas,Jacket,2.0,6637.0,No,17.0,2.0,Cash,22.0,32.0,4.0,104960.0,9.0,Clothing,2.92,True,31-08-2023
27.0,Male,Clothing,Summer,Colorado,Dress,19.0,8134.0,No,11.0,4.0,Mobile Wallet,9.0,97.0,8.0,95669.0,9.0,Accessories,2.18,False,14-05-2023
60.0,Male,Clothing,Fall,Georgia,Socks,19.0,7381.0,No,14.0,10.0,Mobile Wallet,2.0,23.0,4.0,95290.0,3.0,Clothing,2.23,True,06-03-2023
58.0,Male,Accessories,Spring,Nebraska,Jewelry,13.0,3316.0,Yes,8.0,7.0,Cash,10.0,30.0,9.0,37991.0,5.0,Footwear,1.95,True,17-05-2023
53.0,Male,Accessories,Fall,Missouri,Scarf,17.0,4222.0,No,12.0,4.0,Mobile Wallet,24.0,23.0,2.0,83492.0,7.0,Accessories,4.04,True,22-09-2022
43.0,Male,Accessories,Winter,Alaska,Backpack,19.0,3695.0,Yes,21.0,8.0,Mobile Wallet,28.0,51.0,6.0,37701.0,10.0,Outerwear,4.08,False,18-10-2023
32.0,Male,Outerwear,Fall,Virginia,Jacket,16.0,7709.0,Yes,17.0,5.0,Credit Card,6.0,60.0,1.0,81352.0,3.0,Accessories,2.37,False,19-04-2023
54.0,Male,Outerwear,Spring,Nebraska,Coat,2.0,8880.0,No,1.0,5.0,Cash,4.0,61.0,1.0,105990.0,5.0,Outerwear,4.62,True,28-12-2022
47.0,Male,Clothing,Fall,Rhode Island,Skirt,14.0,6497.0,Yes,23.0,6.0,Debit Card,5.0,37.0,1.0,109076.0,4.0,Clothing,1.64,True,19-09-2022
57.0,Male,Outerwear,Fall,New Hampshire,Coat,20.0,8162.0,No,23.0,7.0,Cash,28.0,52.0,9.0,67704.0,9.0,Clothing,2.35,False,13-01-2023
63.0,Male,Footwear,Winter,Alabama,Shoes,10.0,7024.0,No,22.0,7.0,Credit Card,7.0,38.0,7.0,85469.0,7.0,Clothing,1.32,True,28-09-2023
70.0,Male,Footwear,Spring,North Carolina,Boots,7.0,3904.0,Yes,13.0,5.0,Mobile Wallet,19.0,52.0,1.0,101018.0,4.0,Footwear,4.07,True,17-12-2023
62.0,Male,Outerwear,Fall,New Mexico,Coat,20.0,7363.0,No,18.0,1.0,Debit Card,9.0,84.0,8.0,66979.0,2.0,Clothing,2.33,False,28-04-2023
40.0,Male,Clothing,Fall,Minnesota,Skirt,11.0,344.0,Yes,5.0,7.0,Debit Card,23.0,38.0,7.0,84022.0,3.0,Footwear,2.88,False,13-01-2022
25.0,Male,Accessories,Summer,Arizona,Backpack,15.0,9458.0,No,22.0,4.0,Debit Card,11.0,96.0,7.0,97251.0,1.0,Outerwear,1.42,True,22-03-2022
19.0,Male,Clothing,Fall,Montana,Shorts,10.0,3495.0,Yes,18.0,4.0,Debit Card,21.0,62.0,2.0,30123.0,3.0,Accessories,3.7,True,21-10-2023
25.0,Male,Clothing,Fall,Vermont,Skirt,9.0,2348.0,No,21.0,8.0,Debit Card,5.0,24.0,7.0,76856.0,5.0,Outerwear,1.38,True,10-08-2023
21.0,Male,Accessories,Summer,Maine,Hat,4.0,6115.0,No,15.0,5.0,Credit Card,17.0,24.0,6.0,34980.0,5.0,Accessories,4.68,False,25-10-2022
