customer_id,age,gender,category,season,location,item_purchased,store_visits_per_month,total_spending,online_shopping,membership_duration,discount_usage,preferred_payment_method,days_since_last_purchase,loyalty_points,average_basket_size,annual_income,purchase_frequency,preferred_product_category,satisfaction_score,cross_channel_shopping
1876,63,Male,Footwear,Winter,Tennessee,Boots,17,1514,Yes,7,5,Cash,20,48,2,63043,6,Clothing,2.73,TRUE
1877,54,Male,Clothing,Fall,Illinois,Skirt,4,9244,No,1,3,Debit Card,4,63,1,42597,10,Footwear,3.96,TRUE
1878,69,Male,Accessories,Fall,Pennsylvania,Gloves,2,7042,Yes,7,1,Debit Card,30,97,6,93994,3,Clothing,2.38,TRUE
1879,34,Male,Clothing,Summer,Oklahoma,Socks,2,6754,No,8,3,Credit Card,15,0,8,96160,7,Outerwear,4.99,TRUE
1880,56,Male,Clothing,Spring,Tennessee,T-shirt,18,3572,No,3,3,Credit Card,28,0,10,74360,9,Accessories,4.91,TRUE
1881,34,Male,Clothing,Fall,New Jersey,Blouse,11,1519,Yes,18,3,Debit Card,16,16,5,66141,5,Clothing,4.84,FALSE
1882,58,Male,Clothing,Winter,New Jersey,Blouse,9,9758,Yes,16,7,Mobile Wallet,25,59,3,61434,8,Clothing,4.74,FALSE
1883,44,Male,Accessories,Winter,Tennessee,Scarf,3,1932,No,22,5,Credit Card,15,40,1,100794,5,Footwear,4.15,TRUE
1884,25,Male,Accessories,Spring,Georgia,Backpack,2,2127,Yes,7,3,Credit Card,25,47,8,38657,7,Clothing,4.27,TRUE
1885,27,Male,Clothing,Summer,Arizona,Shorts,15,6593,No,23,9,Credit Card,29,100,4,61408,8,Clothing,2.06,TRUE
1886,26,Male,Accessories,Winter,Nevada,Jewelry,16,6713,Yes,18,8,Cash,5,75,3,53900,10,Accessories,3.96,TRUE
1887,18,Male,Accessories,Spring,Arkansas,Gloves,10,3402,No,16,2,Credit Card,6,1,8,30655,10,Clothing,2.71,FALSE
1888,64,Male,Clothing,Fall,North Dakota,Hoodie,16,3353,Yes,2,7,Credit Card,17,25,7,118215,2,Clothing,2.81,TRUE
1889,62,Male,Clothing,Winter,South Dakota,Hoodie,18,444,Yes,17,1,Credit Card,16,63,8,80768,10,Accessories,1.07,TRUE
1890,59,Male,Clothing,Spring,North Carolina,Skirt,11,8515,Yes,18,2,Mobile Wallet,22,45,10,85820,10,Outerwear,3.83,FALSE
1891,36,Male,Accessories,Spring,Hawaii,Sunglasses,6,1243,Yes,17,7,Cash,18,63,7,35265,3,Outerwear,2.04,FALSE
1892,69,Male,Accessories,Summer,New Hampshire,Jewelry,17,9040,No,18,5,Cash,3,89,4,79253,9,Accessories,1.33,FALSE
1893,39,Male,Outerwear,Fall,California,Jacket,15,6987,No,5,6,Cash,7,8,6,36402,1,Clothing,1.39,TRUE
1894,28,Male,Clothing,Summer,Delaware,Dress,11,5371,No,10,7,Mobile Wallet,27,83,6,79020,7,Clothing,3.66,TRUE
1895,42,Male,Clothing,Fall,Arizona,Hoodie,11,6096,No,8,9,Debit Card,5,63,10,48236,1,Accessories,1.82,TRUE
1896,31,Male,Clothing,Fall,Washington,Jeans,6,8657,No,17,3,Mobile Wallet,14,48,7,43544,10,Clothing,1.41,FALSE
1897,57,Male,Footwear,Fall,Nevada,Sandals,8,1600,No,5,9,Cash,23,14,3,79975,7,Footwear,1.34,FALSE
1898,53,Male,Accessories,Winter,Alaska,Sunglasses,12,3947,Yes,11,1,Credit Card,14,20,1,93085,10,Clothing,4.46,FALSE
1899,59,Male,Clothing,Fall,Texas,Pants,11,9482,Yes,18,10,Credit Card,16,2,10,72298,2,Accessories,1.41,TRUE
1900,32,Male,Clothing,Winter,New York,Shorts,19,1540,No,1,6,Cash,26,57,7,92702,4,Outerwear,4.54,TRUE
1901,65,Male,Accessories,Summer,Iowa,Jewelry,9,1822,Yes,4,4,Debit Card,23,42,5,77853,4,Accessories,2.4,TRUE
1902,56,Male,Clothing,Winter,Arizona,Socks,2,5327,No,16,10,Credit Card,24,35,3,62038,9,Accessories,3.53,FALSE
1903,31,Male,Footwear,Spring,New Mexico,Sandals,2,5625,No,2,8,Debit Card,26,75,5,76698,4,Outerwear,4.66,TRUE
1904,59,Male,Clothing,Summer,North Carolina,Pants,17,673,No,20,1,Credit Card,27,76,6,94579,1,Footwear,3.71,FALSE
1905,22,Male,Clothing,Spring,Nevada,T-shirt,8,2066,No,9,7,Mobile Wallet,29,100,9,60428,7,Accessories,4.4,FALSE
1906,47,Male,Footwear,Summer,Idaho,Boots,11,8380,No,10,10,Debit Card,6,99,10,39751,1,Outerwear,2.62,TRUE
1907,23,Male,Accessories,Spring,Vermont,Backpack,1,5682,No,14,3,Cash,23,91,1,91524,2,Outerwear,2.66,TRUE
1908,69,Male,Clothing,Fall,New Mexico,Skirt,5,1580,Yes,16,6,Debit Card,6,24,6,118513,1,Clothing,2.36,FALSE
1909,18,Male,Accessories,Winter,Georgia,Scarf,10,2387,Yes,23,5,Debit Card,19,24,6,38366,5,Accessories,2.96,TRUE
1910,50,Male,Clothing,Spring,Kentucky,Sweater,7,7285,No,11,10,Cash,14,43,1,45451,10,Clothing,2.51,TRUE
1911,29,Male,Footwear,Fall,New York,Sandals,2,8880,No,23,7,Credit Card,6,10,9,116691,5,Clothing,1.17,FALSE
1912,65,Male,Accessories,Spring,Arizona,Jewelry,9,3074,No,1,3,Credit Card,4,57,10,40973,4,Accessories,4.01,TRUE
1913,29,Male,Clothing,Winter,Colorado,Sweater,15,6173,Yes,4,5,Cash,16,10,2,69005,3,Clothing,2.53,TRUE
1914,49,Male,Clothing,Winter,Kentucky,Skirt,2,8233,Yes,11,4,Cash,16,63,7,42153,5,Footwear,2.68,FALSE
1915,28,Male,Clothing,Fall,Alaska,Shorts,1,1665,Yes,16,8,Mobile Wallet,5,75,7,38908,3,Accessories,3.28,TRUE
1916,51,Male,Accessories,Fall,Alabama,Backpack,1,1600,Yes,8,2,Cash,22,45,8,72545,4,Clothing,4.18,TRUE
1917,26,Male,Clothing,Winter,Connecticut,Hoodie,20,7622,Yes,8,6,Debit Card,24,75,7,104377,3,Clothing,1.37,TRUE
1918,38,Male,Clothing,Winter,Hawaii,Skirt,6,8141,No,12,2,Debit Card,7,30,1,76592,5,Footwear,3.96,TRUE
1919,35,Male,Clothing,Summer,Idaho,Skirt,12,5641,Yes,16,3,Debit Card,18,72,3,117774,5,Clothing,4.7,TRUE
1920,34,Male,Accessories,Summer,Virginia,Backpack,2,4087,Yes,11,2,Cash,24,77,6,114677,4,Outerwear,1.99,TRUE
1921,51,Male,Clothing,Spring,Connecticut,Blouse,11,1436,Yes,6,4,Credit Card,13,9,7,30676,9,Accessories,2.17,FALSE
1922,47,Male,Clothing,Fall,Michigan,Shirt,20,8049,No,6,8,Cash,15,11,3,82645,2,Accessories,2.05,FALSE
1923,18,Male,Accessories,Summer,Kentucky,Gloves,4,3555,No,12,6,Debit Card,11,59,4,64721,5,Clothing,1.67,FALSE
1924,64,Male,Footwear,Summer,Nebraska,Sandals,7,2736,No,21,2,Debit Card,28,99,5,62308,10,Footwear,4.7,FALSE
1925,30,Male,Outerwear,Fall,Michigan,Jacket,8,387,No,2,2,Cash,16,75,10,114268,9,Outerwear,2.85,TRUE
1926,59,Male,Footwear,Winter,Utah,Sneakers,17,7384,No,17,7,Mobile Wallet,4,88,9,81115,10,Outerwear,4.29,TRUE
1927,66,Male,Accessories,Spring,New Mexico,Backpack,17,4874,Yes,4,10,Mobile Wallet,13,78,5,60607,2,Accessories,4.32,TRUE
1928,40,Male,Clothing,Summer,Florida,Pants,19,5283,No,23,4,Debit Card,25,24,9,69389,5,Outerwear,2.9,FALSE
1929,25,Male,Accessories,Summer,Mississippi,Sunglasses,4,387,No,14,4,Cash,20,66,8,75156,10,Clothing,2.84,TRUE
1930,59,Male,Clothing,Fall,Hawaii,Jeans,6,7480,No,10,7,Mobile Wallet,17,36,9,90198,7,Footwear,1.04,FALSE
1931,66,Male,Clothing,Spring,North Carolina,Pants,2,4175,No,12,3,Mobile Wallet,25,72,10,93284,5,Footwear,2.6,TRUE
1932,54,Male,Accessories,Spring,Illinois,Jewelry,3,6797,Yes,20,4,Cash,11,56,7,114769,3,Accessories,2.15,TRUE
1933,42,Male,Clothing,Spring,Maryland,Hoodie,1,865,Yes,12,2,Debit Card,21,46,7,71801,5,Accessories,3.48,FALSE
1934,48,Male,Footwear,Summer,Montana,Sandals,16,6973,No,11,1,Cash,9,38,6,68166,7,Outerwear,4.39,TRUE
1935,34,Male,Outerwear,Winter,Michigan,Jacket,6,8014,Yes,16,9,Mobile Wallet,20,55,9,116617,2,Outerwear,4.12,TRUE
1936,19,Male,Clothing,Spring,North Carolina,Blouse,20,5898,No,12,9,Mobile Wallet,7,14,7,50510,9,Footwear,1.48,TRUE
1937,70,Male,Accessories,Summer,Minnesota,Jewelry,9,2887,Yes,6,8,Cash,6,65,10,57592,2,Accessories,4.5,TRUE
1938,43,Male,Clothing,Summer,Delaware,Socks,4,4711,Yes,16,8,Credit Card,18,70,3,117620,8,Accessories,3.14,TRUE
1939,46,Male,Clothing,Spring,Kentucky,Jeans,18,8043,Yes,9,9,Credit Card,6,81,1,41195,9,Footwear,3.32,FALSE
1940,66,Male,Accessories,Winter,Ohio,Gloves,17,7362,No,11,8,Credit Card,25,26,1,87880,6,Footwear,1.89,TRUE
1941,50,Male,Accessories,Fall,Alaska,Hat,13,6873,No,7,4,Debit Card,19,69,3,35215,6,Footwear,1.91,FALSE
1942,55,Male,Footwear,Winter,Vermont,Shoes,5,1753,No,24,3,Credit Card,22,20,4,117799,10,Clothing,2.45,FALSE
1943,63,Male,Clothing,Fall,Alabama,Pants,20,7820,Yes,24,1,Credit Card,4,58,9,80918,5,Outerwear,2.42,TRUE
1944,32,Male,Clothing,Summer,Wisconsin,Socks,10,5007,Yes,16,3,Cash,15,19,7,42286,8,Footwear,4.33,FALSE
1945,30,Male,Clothing,Winter,Arkansas,Hoodie,12,6233,No,21,5,Debit Card,29,95,9,50493,3,Footwear,3.8,TRUE
1946,35,Male,Clothing,Winter,Georgia,Hoodie,5,7341,Yes,5,1,Debit Card,7,25,8,89511,1,Footwear,3.64,FALSE
1947,59,Male,Clothing,Summer,Louisiana,Pants,14,9199,No,8,9,Debit Card,26,23,3,68160,2,Outerwear,4.36,FALSE
1948,59,Male,Clothing,Summer,New York,Shirt,8,9128,Yes,10,2,Mobile Wallet,21,19,7,67460,2,Outerwear,3.55,TRUE
1949,54,Male,Clothing,Winter,Connecticut,T-shirt,4,6169,Yes,12,5,Cash,26,37,2,72837,8,Accessories,1.03,FALSE
1950,63,Male,Clothing,Winter,Nebraska,Dress,15,7358,Yes,3,9,Cash,19,100,3,56053,1,Clothing,1.39,FALSE
1951,43,Male,Accessories,Summer,Arkansas,Backpack,3,7394,Yes,17,6,Credit Card,14,68,3,100611,1,Clothing,3.59,TRUE
1952,33,Male,Accessories,Summer,Connecticut,Gloves,6,3509,No,5,7,Mobile Wallet,30,30,6,54102,7,Outerwear,3.4,FALSE
1953,57,Male,Footwear,Summer,Maryland,Shoes,2,851,No,17,5,Cash,3,19,1,102897,10,Clothing,1.83,TRUE
1954,25,Male,Clothing,Spring,Colorado,Skirt,18,4199,Yes,5,8,Cash,6,91,10,81245,6,Clothing,2.65,FALSE
1955,26,Male,Accessories,Winter,Colorado,Gloves,9,6875,Yes,18,2,Credit Card,30,6,4,106475,2,Accessories,1.57,TRUE
1956,50,Male,Clothing,Winter,Maine,Hoodie,2,8479,No,12,2,Cash,12,79,9,107514,10,Accessories,1.13,TRUE
1957,70,Male,Clothing,Winter,Oklahoma,Socks,16,1184,No,5,10,Mobile Wallet,16,7,9,106707,7,Accessories,1.51,FALSE
1958,68,Male,Accessories,Spring,South Carolina,Gloves,7,8671,Yes,20,10,Credit Card,25,14,8,65815,9,Outerwear,3.5,TRUE
1959,39,Male,Clothing,Winter,Nevada,Shorts,18,8886,Yes,12,3,Cash,9,52,9,107177,6,Footwear,1.17,FALSE
1960,46,Male,Footwear,Fall,Colorado,Shoes,15,6746,Yes,22,5,Debit Card,21,10,6,40174,9,Outerwear,1.7,FALSE
1961,57,Male,Clothing,Summer,Massachusetts,Jeans,16,3752,No,19,2,Debit Card,5,83,8,42259,2,Accessories,1.48,FALSE
1962,47,Male,Footwear,Summer,Nevada,Boots,7,8365,Yes,15,10,Credit Card,23,80,2,88553,9,Footwear,3.39,TRUE
1963,40,Male,Accessories,Fall,Iowa,Hat,1,5023,No,20,3,Mobile Wallet,20,52,7,55506,7,Outerwear,2.15,TRUE
1964,52,Male,Clothing,Spring,Michigan,Shorts,19,8171,Yes,12,4,Mobile Wallet,22,52,3,93789,7,Accessories,4.89,FALSE
1965,40,Male,Clothing,Summer,West Virginia,Pants,1,2074,No,20,6,Debit Card,18,79,6,59017,1,Outerwear,2.64,FALSE
1966,67,Male,Clothing,Fall,Indiana,Sweater,1,7810,No,1,6,Credit Card,8,90,1,94673,1,Footwear,1.92,TRUE
1967,67,Male,Outerwear,Winter,Indiana,Jacket,15,5123,No,18,4,Mobile Wallet,4,52,8,95065,10,Footwear,4.12,TRUE
1968,37,Male,Clothing,Fall,Georgia,Dress,19,3319,No,1,9,Debit Card,4,88,10,64192,10,Footwear,3.73,TRUE
1969,67,Male,Clothing,Spring,Minnesota,Shirt,16,5658,No,4,3,Mobile Wallet,5,14,1,50640,3,Accessories,4.73,TRUE
1970,64,Male,Clothing,Winter,Louisiana,Dress,14,2301,No,4,3,Credit Card,9,69,8,35342,5,Accessories,3.35,FALSE
1971,28,Male,Accessories,Spring,Maryland,Belt,20,9466,Yes,18,4,Credit Card,28,0,4,89741,10,Outerwear,1.69,FALSE
1972,54,Male,Accessories,Spring,Pennsylvania,Hat,4,6701,Yes,7,4,Credit Card,1,2,3,95011,4,Accessories,4.05,FALSE
1973,54,Male,Accessories,Summer,Louisiana,Backpack,14,4738,Yes,24,7,Credit Card,14,99,2,50044,9,Footwear,3.8,TRUE
1974,24,Male,Clothing,Fall,Maryland,Skirt,6,8787,No,10,10,Credit Card,7,92,3,33836,10,Accessories,1.39,FALSE
1975,27,Male,Accessories,Winter,Tennessee,Gloves,9,8582,Yes,17,7,Cash,30,25,1,106622,2,Footwear,3.43,TRUE
1976,53,Male,Outerwear,Fall,Illinois,Jacket,16,7174,No,24,6,Cash,29,79,3,34735,6,Footwear,2.38,TRUE
1977,32,Male,Accessories,Spring,Wyoming,Handbag,16,6175,No,10,10,Credit Card,23,72,5,104160,4,Accessories,4.71,FALSE
1978,24,Male,Footwear,Summer,Florida,Sandals,11,2494,Yes,17,1,Credit Card,3,37,6,85212,7,Outerwear,4.58,TRUE
1979,45,Male,Accessories,Spring,Massachusetts,Sunglasses,13,3587,No,5,8,Debit Card,13,26,10,48041,10,Accessories,1.66,TRUE
1980,49,Male,Clothing,Spring,Tennessee,Jeans,7,6333,No,15,2,Credit Card,2,72,6,119890,7,Outerwear,2.82,TRUE
1981,51,Male,Footwear,Winter,Iowa,Sandals,7,416,Yes,21,4,Cash,18,17,1,81559,1,Accessories,3.9,FALSE
1982,69,Male,Footwear,Summer,Michigan,Shoes,10,2933,Yes,2,5,Debit Card,14,20,4,108713,1,Accessories,3.61,FALSE
1983,41,Male,Accessories,Summer,Kansas,Sunglasses,6,8518,No,24,7,Mobile Wallet,25,0,6,89024,9,Accessories,1.12,FALSE
1984,59,Male,Accessories,Summer,Georgia,Scarf,18,3320,No,23,10,Debit Card,9,69,10,106660,3,Accessories,1.42,TRUE
1985,26,Male,Clothing,Summer,West Virginia,Skirt,1,6336,No,12,3,Credit Card,28,32,2,45629,9,Accessories,2.93,FALSE
1986,23,Male,Accessories,Spring,Tennessee,Gloves,20,1511,No,7,5,Mobile Wallet,3,78,5,73026,9,Clothing,4.86,FALSE
1987,62,Male,Outerwear,Summer,Arkansas,Coat,4,1690,Yes,17,2,Mobile Wallet,24,25,10,33540,1,Accessories,3.44,FALSE
1988,69,Male,Accessories,Summer,Vermont,Belt,14,1222,No,17,5,Debit Card,19,2,4,108755,3,Clothing,2.3,TRUE
1989,46,Male,Clothing,Winter,Virginia,Pants,17,3999,No,7,3,Debit Card,19,90,2,70240,8,Outerwear,1.81,FALSE
1990,35,Male,Accessories,Spring,Maryland,Jewelry,2,4961,No,12,5,Mobile Wallet,17,83,4,30598,3,Clothing,1.3,TRUE
1991,32,Male,Accessories,Spring,Connecticut,Backpack,2,4307,No,5,9,Mobile Wallet,29,78,10,35298,10,Accessories,4.95,FALSE
1992,46,Male,Footwear,Summer,Missouri,Sneakers,5,1515,No,20,4,Cash,8,99,8,37766,10,Clothing,3.21,FALSE
1993,33,Male,Clothing,Winter,New Jersey,Hoodie,7,4030,No,15,1,Debit Card,15,30,1,62117,7,Accessories,1.23,TRUE
1994,32,Male,Clothing,Spring,Arkansas,Blouse,14,4994,Yes,7,6,Credit Card,22,74,5,38530,6,Clothing,2.89,FALSE
1995,33,Male,Accessories,Fall,Nevada,Sunglasses,16,9219,No,5,3,Credit Card,23,30,3,75175,4,Outerwear,2.75,TRUE
1996,67,Male,Footwear,Spring,Missouri,Boots,10,8859,Yes,16,9,Mobile Wallet,22,58,7,48030,3,Footwear,3.9,TRUE
1997,67,Male,Footwear,Summer,South Dakota,Sneakers,7,1614,No,2,2,Cash,14,13,1,116301,9,Clothing,1.19,FALSE
1998,42,Male,Accessories,Fall,Connecticut,Backpack,2,3619,No,3,6,Mobile Wallet,29,25,7,114182,8,Clothing,1.8,TRUE
1999,20,Male,Clothing,Fall,Vermont,Pants,14,9459,Yes,22,4,Cash,10,50,2,107725,8,Footwear,4.1,TRUE
2000,39,Male,Clothing,Winter,Tennessee,Socks,5,3463,Yes,6,1,Debit Card,27,19,6,102124,6,Accessories,1.11,FALSE
2001,26,Male,Accessories,Winter,California,Belt,1,5337,No,12,10,Mobile Wallet,15,53,7,71290,1,Footwear,1.98,FALSE
2002,51,Male,Accessories,Winter,Wyoming,Sunglasses,6,6936,Yes,14,6,Cash,14,70,4,91262,10,Clothing,3.26,FALSE
2003,31,Male,Clothing,Summer,New York,Shirt,18,1709,Yes,7,1,Cash,28,98,4,98370,2,Clothing,1.29,TRUE
2004,68,Male,Footwear,Spring,Maine,Sneakers,18,4708,No,18,10,Credit Card,7,2,7,36376,2,Accessories,2.29,TRUE
2005,44,Male,Footwear,Fall,Georgia,Shoes,3,9992,No,21,7,Cash,5,90,4,69196,4,Outerwear,3.29,FALSE
2006,18,Male,Footwear,Winter,Tennessee,Sandals,15,8670,No,6,1,Credit Card,4,44,10,78563,1,Outerwear,4.77,TRUE
2007,58,Male,Accessories,Fall,New Mexico,Scarf,1,1008,No,1,8,Cash,22,39,8,85739,10,Clothing,1.18,TRUE
2008,26,Male,Clothing,Summer,Virginia,Shirt,20,6250,No,18,4,Mobile Wallet,24,69,9,105596,7,Footwear,2.31,FALSE
2009,57,Male,Clothing,Spring,Florida,Skirt,12,1193,Yes,13,1,Mobile Wallet,22,72,4,77935,7,Outerwear,2.89,TRUE
2010,37,Male,Footwear,Summer,Alabama,Boots,3,9460,No,19,6,Credit Card,10,72,1,48281,6,Outerwear,3.26,TRUE
2011,24,Male,Clothing,Summer,Texas,Sweater,14,3166,Yes,19,8,Cash,14,70,1,57461,5,Footwear,4.86,TRUE
2012,57,Male,Footwear,Spring,West Virginia,Sandals,14,5246,Yes,20,4,Debit Card,13,17,8,101687,8,Clothing,4.92,TRUE
2013,48,Male,Clothing,Fall,Nevada,Jeans,16,537,Yes,10,2,Mobile Wallet,5,31,6,119683,6,Footwear,3.4,TRUE
2014,39,Male,Accessories,Winter,Virginia,Backpack,16,4509,Yes,1,7,Mobile Wallet,5,26,2,95716,5,Clothing,4.25,TRUE
2015,51,Male,Clothing,Summer,Wisconsin,Skirt,2,4550,No,24,4,Credit Card,2,36,6,57013,10,Outerwear,2.72,FALSE
2016,57,Male,Accessories,Summer,Virginia,Belt,11,5828,Yes,14,7,Debit Card,23,16,3,69882,4,Clothing,4.89,TRUE
2017,53,Male,Footwear,Winter,Maine,Shoes,4,9043,No,9,1,Debit Card,4,17,7,99956,3,Footwear,3.51,FALSE
2018,70,Male,Clothing,Winter,Massachusetts,Socks,2,5537,Yes,13,3,Cash,17,11,3,72004,10,Clothing,1.47,TRUE
2019,60,Male,Accessories,Fall,Arkansas,Backpack,8,1182,No,24,9,Debit Card,29,76,2,63755,2,Outerwear,3.11,TRUE
2020,31,Male,Clothing,Winter,Idaho,Shirt,11,5785,No,7,9,Mobile Wallet,10,100,7,70878,7,Accessories,3.95,TRUE
2021,41,Male,Clothing,Winter,Pennsylvania,Sweater,3,7620,Yes,11,1,Credit Card,9,34,2,84097,7,Accessories,2.76,FALSE
2022,62,Male,Accessories,Winter,Maine,Handbag,8,6249,Yes,15,2,Mobile Wallet,28,28,5,83593,6,Outerwear,2.76,FALSE
2023,59,Male,Accessories,Winter,Alabama,Jewelry,1,7015,No,21,10,Debit Card,14,87,10,81847,6,Outerwear,3.31,TRUE
2024,46,Male,Clothing,Winter,Idaho,Socks,13,4399,No,19,8,Mobile Wallet,9,4,3,67550,3,Clothing,1.6,FALSE
2025,62,Male,Clothing,Fall,Arkansas,Socks,3,8952,No,3,6,Cash,8,14,9,45636,7,Footwear,3.03,TRUE
2026,42,Male,Clothing,Summer,Delaware,Shirt,3,2975,Yes,3,10,Credit Card,23,81,6,108207,6,Outerwear,4.97,FALSE
2027,37,Male,Accessories,Winter,Maine,Scarf,8,2163,Yes,4,4,Debit Card,26,41,3,80922,8,Clothing,3.03,FALSE
2028,50,Male,Footwear,Fall,Nebraska,Shoes,19,8681,Yes,10,2,Mobile Wallet,6,97,8,32430,7,Accessories,1.93,TRUE
2029,29,Male,Footwear,Fall,Ohio,Shoes,8,3882,No,8,2,Cash,17,5,1,118330,4,Accessories,3.22,FALSE
2030,25,Male,Accessories,Spring,Montana,Scarf,19,6727,No,6,9,Credit Card,16,50,1,49908,1,Footwear,4.62,FALSE
2031,66,Male,Accessories,Summer,New Mexico,Sunglasses,8,6680,Yes,11,10,Cash,4,38,4,108345,2,Accessories,4.8,FALSE
2032,21,Male,Clothing,Spring,North Carolina,Socks,16,4767,Yes,12,9,Credit Card,5,99,5,48421,8,Clothing,2.65,FALSE
2033,46,Male,Clothing,Winter,South Carolina,Blouse,13,4579,Yes,22,8,Cash,20,42,8,109701,5,Accessories,3.02,FALSE
2034,57,Male,Clothing,Summer,Illinois,Jeans,1,2825,Yes,12,7,Debit Card,25,21,7,46294,5,Accessories,4.15,TRUE
2035,61,Male,Clothing,Spring,Alabama,Shorts,15,146,Yes,5,3,Cash,3,51,4,105493,3,Outerwear,1.69,FALSE
2036,53,Male,Clothing,Summer,Oklahoma,T-shirt,6,1171,No,16,2,Mobile Wallet,22,37,3,38067,8,Accessories,2.34,TRUE
2037,37,Male,Clothing,Winter,Minnesota,Blouse,9,6730,Yes,10,6,Debit Card,13,87,3,57600,6,Outerwear,4.67,FALSE
2038,39,Male,Accessories,Summer,Illinois,Belt,15,4127,Yes,22,8,Cash,28,18,9,105171,5,Accessories,2.22,FALSE
2039,53,Male,Clothing,Spring,Arkansas,Blouse,13,6236,Yes,7,6,Mobile Wallet,15,21,9,62561,5,Footwear,4.3,FALSE
2040,35,Male,Clothing,Spring,Minnesota,T-shirt,20,3675,Yes,22,9,Cash,22,31,6,32575,3,Clothing,4.36,FALSE
2041,69,Male,Accessories,Spring,South Carolina,Jewelry,14,2091,No,22,10,Mobile Wallet,4,17,9,97147,8,Outerwear,1.5,FALSE
2042,66,Male,Outerwear,Winter,New York,Jacket,1,2369,No,17,1,Mobile Wallet,7,9,9,45961,2,Clothing,4.88,TRUE
2043,19,Male,Footwear,Spring,Alabama,Shoes,19,4346,Yes,14,1,Credit Card,18,46,10,113489,1,Accessories,2.56,FALSE
2044,47,Male,Accessories,Summer,New York,Gloves,12,202,Yes,2,2,Mobile Wallet,22,69,6,30906,3,Footwear,1.08,TRUE
2045,49,Male,Clothing,Spring,Missouri,Jeans,4,9655,No,12,7,Mobile Wallet,30,77,2,102252,3,Outerwear,3.71,TRUE
2046,31,Male,Accessories,Fall,Georgia,Jewelry,14,8231,Yes,7,8,Cash,28,44,10,49037,7,Accessories,4,TRUE
2047,39,Male,Clothing,Winter,Oklahoma,Pants,6,7376,Yes,23,10,Mobile Wallet,3,3,8,100037,4,Clothing,2.9,FALSE
2048,58,Male,Accessories,Summer,Connecticut,Jewelry,2,9609,Yes,5,1,Credit Card,25,71,8,40886,6,Footwear,3.06,FALSE
2049,45,Male,Footwear,Winter,Michigan,Sneakers,8,8573,Yes,8,4,Credit Card,28,16,2,55573,6,Outerwear,2.03,FALSE
2050,68,Male,Footwear,Fall,Rhode Island,Boots,2,1610,Yes,9,4,Credit Card,5,4,4,50089,10,Accessories,3.92,TRUE
2051,35,Male,Accessories,Summer,Mississippi,Hat,11,4776,Yes,2,4,Debit Card,16,28,8,76254,5,Footwear,4.1,FALSE
2052,65,Male,Clothing,Spring,Massachusetts,T-shirt,1,9979,No,23,9,Credit Card,29,35,7,54878,3,Accessories,3.81,TRUE
2053,45,Male,Accessories,Winter,New Hampshire,Backpack,15,4948,Yes,11,4,Credit Card,8,29,9,78537,1,Footwear,4.72,FALSE
2054,19,Male,Accessories,Spring,Wyoming,Sunglasses,8,8679,Yes,11,8,Debit Card,4,79,6,32497,3,Accessories,3.57,TRUE
2055,65,Male,Clothing,Spring,New Jersey,Sweater,10,9636,No,15,7,Mobile Wallet,27,70,6,94076,1,Outerwear,4.35,TRUE
2056,28,Male,Accessories,Fall,Texas,Handbag,2,8145,Yes,22,1,Cash,11,71,1,87864,4,Footwear,4.09,FALSE
2057,55,Male,Accessories,Spring,Minnesota,Backpack,2,630,Yes,17,3,Mobile Wallet,11,88,3,74786,1,Footwear,2.11,FALSE
2058,66,Male,Clothing,Spring,South Dakota,Socks,17,3397,Yes,9,9,Credit Card,8,80,8,68426,9,Footwear,3.1,FALSE
2059,29,Male,Clothing,Winter,Washington,Shirt,7,2535,No,18,4,Credit Card,28,97,6,86760,4,Outerwear,1.8,FALSE
2060,56,Male,Clothing,Spring,California,Shorts,11,1287,No,15,2,Debit Card,12,100,3,76057,3,Clothing,3.87,TRUE
2061,21,Male,Accessories,Fall,Wisconsin,Belt,15,1250,Yes,14,4,Cash,15,100,10,117053,8,Outerwear,1.84,FALSE
2062,32,Male,Clothing,Summer,Michigan,Sweater,11,489,Yes,4,1,Mobile Wallet,24,99,1,57440,9,Accessories,3.84,FALSE
2063,54,Male,Outerwear,Fall,South Carolina,Coat,3,8336,Yes,23,8,Debit Card,3,6,6,118789,6,Accessories,4.83,FALSE
2064,61,Male,Clothing,Fall,Indiana,Shorts,16,5197,No,22,7,Credit Card,26,71,2,93988,8,Outerwear,4.37,TRUE
2065,31,Male,Footwear,Summer,Arkansas,Shoes,19,5132,Yes,2,2,Debit Card,17,52,1,41067,8,Footwear,2.72,TRUE
2066,27,Male,Footwear,Spring,Oregon,Sneakers,18,2164,Yes,9,2,Mobile Wallet,23,61,3,92716,1,Footwear,1.07,FALSE
2067,64,Male,Footwear,Fall,Illinois,Sneakers,17,9206,No,6,4,Credit Card,11,57,1,49425,7,Clothing,1.66,FALSE
2068,60,Male,Clothing,Fall,Maryland,Pants,4,3920,Yes,7,2,Cash,26,5,7,72919,8,Footwear,2.19,TRUE
2069,70,Male,Accessories,Summer,Vermont,Jewelry,18,5534,Yes,2,3,Cash,25,92,9,87345,5,Accessories,3.61,TRUE
2070,36,Male,Clothing,Fall,Texas,T-shirt,10,8628,Yes,5,2,Mobile Wallet,28,20,9,73839,10,Footwear,2.59,TRUE
